description,id,type,value,summary
,ipv4-addr--4dc760a3-0454-4663-8d4d-5b6b38e8dfaf,ipv4-addr,12.75.216.90,"The object contains an IPv4 address record with the value '12.75.216.90'. This is a unique identifier for a specific IP address, but the actual purpose or context of this address is not provided. The type of the address is also specified as 'ipv4-addr', indicating that it belongs to the fourth generation of Internet Protocol (IPv4)."
,ipv4-addr--c1d3bb51-e7e0-4c99-ad2f-d84c4c5f159b,ipv4-addr,182.3.36.223,"The object contains information about a specific IPv4 address, identified by the unique identifier 'c1d3bb51-e7e0-4c99-ad2f-d84c4c5f159b'. The type of this address is specified as 'ipv4-addr', indicating that it is a version 4 Internet Protocol address."
,ipv4-addr--dcd4bcdf-d77e-4d2b-9fd5-af5ceaa30ba3,ipv4-addr,12.75.116.137,"The object contains a single entry that matches the specified data format. The entry represents an IPv4 address, which is identified by its value as '12.75.116.137'. This indicates that the IP address is associated with the given unique identifier."
,ipv4-addr--d31d4601-66cd-4af7-8e91-e63f7f593a6a,ipv4-addr,134.122.136.119,"The object contains information about an IPv4 address, specifically a unique identifier assigned to a device or network interface. The IP address itself is 134.122.136.119, which falls within the private IP address range as indicated by its format. This type of address is not directly routable on the public internet and is typically used for internal networking purposes."
,ipv4-addr--e6883cce-2d91-4851-b49e-9698c9ace23d,ipv4-addr,134.122.136.96,"The object contains a single IPv4 address entry with the following details:

The IP address value is 134.122.136.96. This is an IPv4 address, which suggests it belongs to the Internet Protocol version 4.

No additional information or metadata such as timestamps or any other fields are provided in this entry."
,ipv4-addr--7a79bffd-0a1a-4aff-9443-37caddfe92da,ipv4-addr,112.134.208.214,The object contains an IPv4 address with the value 112.134.208.214. This is a unique identifier for a specific IP address. The address itself appears to be a public or private IP address. No additional information is available due to missing metadata fields in the provided data.
,ipv4-addr--c81f2bcb-5b13-4fde-a811-91c45d296653,ipv4-addr,146.70.124.188,"The object contains information about a specific IPv4 address. The address is 146.70.124.188, which is one of the four numbers that make up the IP address. It seems to be associated with a particular device or system that has been identified by its unique identifier 'ipv4-addr--c81f2bcb-5b13-4fde-a811-91c45d296653'."
,ipv4-addr--a02c3818-ca13-4f09-b18c-6e5e4f5f7fb6,ipv4-addr,146.70.124.165,"The object contains information about an IPv4 address, specifically '146.70.124.165'. This is the value associated with the given type of data. The description field is currently empty (NaN)."
,ipv4-addr--95d041b9-8885-4ad7-b7f7-15bb10e573fe,ipv4-addr,45.88.186.70,"The object contains an IPv4 address record with the value '45.88.186.70'. The address itself follows the standard 32-bit numerical format commonly used for Internet Protocol version 4 addresses. It is composed of four octets, with each octet ranging from 0 to 255 in decimal form.

This specific address falls within the range of IPv4 addresses that are assigned by private or reserved IP address blocks as specified under RFC 1918 (Class A and B private networks) or RFC 5737. The first three octets ('45', '88', and '186') identify it as a location within the 192.0.2.0/24 IPv4 subnet, while the fourth octet ('70') further refines the address to a specific device on that subnet.

The presence of an IP address like this suggests that it is assigned for use in private networks or for testing purposes, rather than being part of the globally routable IPv4 address space."
,ipv4-addr--c1b216bb-f46f-4bbc-a46e-85c4e27eed1b,ipv4-addr,204.76.203.125,The object contains an IPv4 address with the value 204.76.203.125. It is classified as a type of IP address.
,ipv4-addr--81d4eead-a91c-437f-9ad2-adb1ba264754,ipv4-addr,162.220.11.202,"The object contains an IPv4 address record with the value 162.220.11.202. This is a specific IP address that can be used to identify a unique location or device on the internet. The 'type' field indicates that it is an IPv4 address, which is a type of Internet Protocol address used for communication over the internet."
,ipv4-addr--973d2bb8-e277-4f9c-a6c7-62fd0c54ca2e,ipv4-addr,103.127.243.82,"The object contains information about a unique IPv4 address. The address itself is 103.127.243.82, which falls under the private IPv4 address range as indicated by its first three octets (100-199). This indicates that it might not be directly reachable or useful for external communication."
,ipv4-addr--ec1ad825-ae4d-40b5-93e4-e0c73c115b61,ipv4-addr,45.151.62.65,"The object contains a single IPv4 address record.

This record is of type 'ipv4-addr' and has an associated value of '45.151.62.65'. This indicates that the object is representing a valid IPv4 address, which is a 32-bit integer written in dotted decimal notation."
,ipv4-addr--722fc004-5c20-4759-8ba3-e62268701131,ipv4-addr,45.151.62.69,"The object contains a single IPv4 address record with the following details:

The IPv4 address is 45.151.62.69.
This address falls under the type of IPv4 addresses."
,ipv4-addr--bc8da98d-2b9b-410e-806e-564c59382334,ipv4-addr,89.23.113.79,"The object contains an IPv4 address record with the identifier 'ipv4-addr--bc8da98d-2b9b-410e-806e-564c59382334'. The value of this address is 89.23.113.79, classified as a type of IPv4 address."
,ipv4-addr--74d72f7e-3112-4297-90ce-b5714002e31a,ipv4-addr,193.233.20.79,"The object contains a single IPv4 address entry with the following details:

* The address value is 193.233.20.79.
* It falls under the 'ipv4-addr' category."
,ipv4-addr--31bd073b-676b-4dd4-8016-c47286741c3e,ipv4-addr,45.87.246.5,"The object contains an IPv4 address with the value '45.87.246.5'. The IP address is a unique identifier assigned to a device or system that can be used for communication purposes. In this case, the IP address is likely associated with a specific device or server."
,ipv4-addr--d845f8f4-3e03-4f95-be1e-091102a2f171,ipv4-addr,176.124.193.64,The object contains an IPv4 address record with the value 176.124.193.64. The address is categorized under type 'ipv4-addr'. There seems to be missing or null data for a field named 'description' within this record.
,ipv4-addr--b7e90ad1-681f-421a-ab8c-eb6749ea3022,ipv4-addr,45.87.247.159,"The object contains an IPv4 address entry with the following details:

It is identified by a unique identifier.
 The type of this entry is 'ipv4-addr'.
 Its value represents the fourth-octet representation of an IP address.
 In this specific case, the IP address is '45.87.247.159'."
,ipv4-addr--a9382522-32a1-4124-9773-ca9234d9a799,ipv4-addr,45.140.19.138,"The object contains a single IPv4 address entry with the following details:

* The IP address is 45.140.19.138.
* This IP address falls under the category of an IPv4 address.
* No further information or metadata is available about this entry due to its lack of descriptive content."
,ipv4-addr--fb4458af-2032-4871-94e0-0f33046cc7df,ipv4-addr,103.71.23.102,"The object contains an IPv4 address record, which is a type of IP address used on the internet for communication between devices. The specific IPv4 address is 103.71.23.102. This address is assigned to a particular network and is intended for use by devices connected to that network."
,ipv4-addr--1c359bda-eeae-492c-b4ea-03a47154f016,ipv4-addr,176.124.192.19,The object contains an IPv4 address record with the value 176.124.192.19. This IP address is identified by a unique identifier 'ipv4-addr--1c359bda-eeae-492c-b4ea-03a47154f016' and falls under the category of 'ipv4-addr'.
,ipv4-addr--d67ca4c6-cf94-4218-a721-7f40becd8675,ipv4-addr,176.124.192.127,"The object contains a detailed piece of information regarding an IPv4 address. The address itself is 176.124.192.127. This IP address falls under the IPv4 address range, which is commonly used on the internet for various purposes such as communication, networking, and online services."
,ipv4-addr--02f5caba-20b4-4fde-8a96-f913c9dc7260,ipv4-addr,82.202.173.167,The object contains an IPv4 address record. The value of this address is 82.202.173.167. This address belongs to the 'ipv4-addr' type.
,ipv4-addr--b6918c98-42f1-4946-813c-56f4368094bb,ipv4-addr,176.124.222.65,"The object contains a single IPv4 address entry, which includes the following details:

* The IP address itself: 176.124.222.65
* The type of the address: IPv4 (as indicated by 'ipv4-addr')
* A unique identifier for the address, which appears to be a cryptographically secure hash of the address.

Note that no other information is provided in the object, as the metadata fields such as timestamps and ID are ignored."
,ipv4-addr--ff6c94a7-822d-4fd3-87f7-710e59616c53,ipv4-addr,103.253.42.91,"The object contains a single IPv4 address entry with the following details:
- The IP address itself is 103.253.42.91.
- It falls under the category of 'ipv4-addr'."
,ipv4-addr--37a0b43c-edf4-4adb-9843-b2d78dede8cd,ipv4-addr,91.236.230.134,The object contains a single IP address entry. This entry belongs to the IPv4 address type. The specific address is 91.236.230.134.
,ipv4-addr--1a166fa7-6705-44d2-9047-ba06f9575c75,ipv4-addr,213.232.236.138,"The object contains a detailed specification for an IPv4 address, which is as follows:

It has been assigned the unique identifier 'ipv4-addr--1a166fa7-6705-44d2-9047-ba06f9575c75'. The address type is specified as 'ipv4-addr', indicating that it is a fourth-generation Internet Protocol version 4 (IPv4) address.

The actual IPv4 address value is given as '213.232.236.138'. This is the numerical representation of the address, which can be used for communication and routing purposes in computer networks."
