aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,sample_refs,spec_version,tool_types,type,summary
,2026-01-17T16:23:34.218489Z,identity--03f067d6-efe5-77be-641e-966194463145,"The Etherscan API is leveraged to query an Ethereum smart contract and extract a dynamically stored string, which is used as the command-and-control (C2) base URL for further malicious activity.",,tool--648f87b2-dcb9-e541-a06b-88a14166b85e,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-17T16:23:34.218489Z,Etherscan API,,2.1,"[""command-and-control"", ""information-gathering""]",tool,"The object contains information about a tool used for malicious activity. The tool is called the Etherscan API and it leverages the Etherscan API to query an Ethereum smart contract and extract data. This extracted data is then used as a command-and-control (C2) base URL for further malicious activity.

The tool has two main labels: ""command-and-control"" and ""information-gathering"". It belongs to one specific kill chain phase, which is identified by the name ""mitre-attack"". 

Overall, this tool seems to be designed for information gathering and command-and-control activities."
,2026-01-17T16:23:34.218666Z,identity--03f067d6-efe5-77be-641e-966194463145,"RuntimeBroker.exe, a legitimate Windows process, is spawned in a suspended state and used as a target for process injection, allowing the attacker to execute decrypted shellcode covertly.",,tool--65ae7877-437f-fc70-e5fb-a5f13639d33c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T16:23:34.218666Z,RuntimeBroker.exe,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains information about a specific tool used in threat actor operations. The tool is identified by its name, ""RuntimeBroker.exe"", which is described as a legitimate Windows process that is spawned in a suspended state and exploited to execute covert shellcode.

This technique allows attackers to inject malicious code into the seemingly benign process without arousing suspicion. By targeting RuntimeBroker.exe, threat actors can gain access to sensitive areas of the system and carry out their malicious activities undetected.

The tool's characteristics include:

- It is classified under two categories: execution and defense-evasion.
- The tool is designed for covert operations, making it a valuable asset for threat actors seeking to remain stealthy.
- Its creation is tied to specific timestamps, indicating when the tool was first introduced or modified."
,2026-01-17T16:23:34.218823Z,identity--03f067d6-efe5-77be-641e-966194463145,"The Node.js 'https' module is used to make outbound requests to retrieve remote JavaScript payloads and interact with the Etherscan API, facilitating covert data acquisition and C2 communication.",,tool--9c108e22-336b-7247-29e1-9f83c9fbce1d,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-17T16:23:34.218823Z,https (Node.js https module),,2.1,"[""command-and-control"", ""information-gathering""]",tool,"The object contains information about a tool used for covert data acquisition and C2 communication. The tool is identified as the Node.js 'https' module. 

This module facilitates making outbound requests to retrieve remote JavaScript payloads and interact with the Etherscan API, thereby enabling covert data acquisition and communication through command-and-control channels."
,2026-01-19T21:47:05.707485Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The mklink command is used by the malicious LNK file to create a hardlink in the Startup folder, enabling persistence by ensuring the malicious payload is executed whenever the system boots.",,tool--34837457-9cff-22c4-dcb9-03bd39bc1fd8,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-19T21:47:05.707485Z,mklink,,2.1,"[""exploitation"", ""persistence""]",tool,"The object contains information about a malicious tool called 'mklink'. This tool is used by a LNK file to create a hardlink in the Startup folder. The purpose of this action is to ensure persistence, allowing the malicious payload to be executed whenever the system boots. 

The mklink command has been identified as part of an attack campaign that involves the creation of a persistent threat on the system. It falls under the category of persistence and exploitation tools, specifically designed to enable malicious activities to continue even after the initial infection."
,2026-01-19T21:47:05.707575Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The start command is abused by the LNK file to execute the malicious implant after persistence is established, launching the payload in a way that mimics legitimate application execution.",,tool--ea2b2676-c28c-0db2-6d39-331a336c6b92,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-19T21:47:05.707575Z,start,,2.1,"[""execution""]",tool,"The object contains information about a malicious tool known as ""start"". This tool is an example of LNK file abuse where the start command is exploited to execute a malicious implant after persistence is established. The payload is launched in a manner that mimics legitimate application execution, making it difficult to detect.

The tool has associations with specific kill chain phases, particularly in the execution phase of the MITRE-Attack framework. This indicates that the primary attack vector for this tool lies in its ability to execute malicious code at runtime.

Furthermore, the start tool falls under the category of ""execution"" type tools, which implies that it is designed to carry out actions or payloads rather than merely gathering information or performing other types of operations.

Overall, this tool represents a sophisticated example of malware that can compromise systems by abusing legitimate system commands and processes."
,2026-01-19T21:47:05.707631Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"Legitimate Windows shortcut files are abused to simultaneously open the decoy document and execute malicious commands that copy, persist, and launch the malware payload.",,tool--bb574d1f-4a2b-811e-2ca3-882adc77fe6a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-19T21:47:05.707631Z,Windows Shortcut (.LNK) files,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains information about the abuse of legitimate Windows shortcut files to execute malicious commands. This tactic is part of a broader strategy where attackers use decoy documents to distract users while carrying out their malicious intentions. The specific threat involves copying and launching malware payloads, which can persist on the affected system."
,2026-01-19T21:47:05.707682Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The Windows GetTickCount64 API is used by the malware for anti-analysis, checking for debugging or sandbox environments by measuring system uptime.",,tool--959b7969-cc5d-4e84-860a-a7330b1254a6,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-19T21:47:05.707682Z,GetTickCount64 API,,2.1,"[""defense-evasion"", ""information-gathering""]",tool,"The object contains a detailed description of the GetTickCount64 API, which is utilized by malware for anti-analysis purposes. The API measures system uptime to detect debugging or sandbox environments."
,2026-01-19T21:47:05.707729Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The GlobalMemoryStatusEx API is used by the malware to detect analysis environments by checking the amount of physical memory, evading detection in low-memory sandboxes.",,tool--f61e486a-4618-5fc7-80c1-fc704290ed49,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-19T21:47:05.707729Z,GlobalMemoryStatusEx API,,2.1,"[""defense-evasion"", ""information-gathering""]",tool,"The object contains a malware tool known as the GlobalMemoryStatusEx API. This tool is used by the malware to detect analysis environments by checking the amount of physical memory, allowing it to evade detection in low-memory sandboxes. The tool falls under two categories: defense-evasion and information-gathering."
,2026-01-19T21:47:05.707811Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The IsDebuggerPresent API is leveraged by the malware to determine if it is being debugged, allowing it to evade analysis and detection.",,tool--ce173db8-5211-3ba7-5e9d-1940255e9080,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-19T21:47:05.707811Z,IsDebuggerPresent API,,2.1,"[""defense-evasion"", ""information-gathering""]",tool,"The object contains a tool used by malware to evade analysis and detection. The IsDebuggerPresent API is leveraged by the malware to determine if it is being debugged, allowing it to detect and adapt its behavior accordingly. This technique enables the malware to avoid being detected by security tools that rely on debugging capabilities.

The tool's purpose is categorized under defense-evasion and information-gathering, indicating its role in helping the malware evade detection and gather information about its environment. The presence of this API suggests that the malware has a sophisticated mechanism to detect and respond to potential debuggers or analysis tools, making it more challenging for security researchers to analyze and understand its behavior.

Overall, the IsDebuggerPresent API is an example of a tool used by malware to maintain stealth and evade detection, highlighting the importance of understanding advanced threat tactics in cybersecurity."
,2026-01-19T21:47:05.707863Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The Sleep API is used by the malware to introduce delays, hindering automated analysis and sandbox detection by pausing execution for specified intervals.",,tool--44f5ed64-7ec5-425e-c99c-64881ce48058,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-19T21:47:05.707863Z,Sleep API,,2.1,"[""defense-evasion""]",tool,"The object contains information about the Sleep API tool, which is used by malware to introduce delays. The purpose of this delay is to hinder automated analysis and sandbox detection techniques, allowing the malware to remain undetected for a period of time. 

The Sleep API tool is characterized as a defense-evasion tactic, specifically designed to pause execution for specified intervals. This function helps the malware evade detection methods that rely on real-time monitoring of system activities. The use of this tool suggests that the attacker aims to bypass security controls and maintain operational secrecy.

In terms of its characteristics, the Sleep API is identified by a unique identifier, which is 'tool--44f5ed64-7ec5-425e-c99c-64881ce48058'. This identifier can be used to track the tool's usage across different systems and analyze its behavior over time. The tool also has multiple aliases associated with it, although these are currently not specified in the provided data.

The Sleep API is linked to the Mitre Attack framework, which provides a standardized way of categorizing threats based on their tactics, techniques, and procedures (TTPs). In this case, the tool falls under the ""defense-evasion"" category within the Mitre Attack framework."
,2026-01-19T21:47:05.707908Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"GitHub is abused as a cloud-based resource to host and deliver the initial malicious ISO file to victims, bypassing traditional security controls by leveraging a trusted platform.",,tool--bf215181-b514-0522-137b-3d4f6b73544a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-19T21:47:05.707908Z,GitHub,,2.1,"[""resource-development"", ""initial-access""]",tool,"The object contains a detailed description of GitHub, a cloud-based resource that is often exploited for malicious purposes. According to the data, GitHub is abused to host and deliver initial malicious ISO files to victims, thereby bypassing traditional security controls. This exploitation is made possible by leveraging the trusted platform provided by GitHub."
"[""AWRC""]",,,"AWRC is a commercial utility for remotely managing, auditing, and supporting Windows systems. UNC1549 used AWRC for remote connections, reconnaissance, credential theft, and malware deployment post-compromise.",,tool--65e9725f-da0b-42e2-8871-a54ad0d9ae03,,"[""commercial"", ""agentless""]",,Atelier Web Remote Commander (AWRC),,,"[""remote access"", ""reconnaissance"", ""credential access""]",tool,"The object contains information about the Atelier Web Remote Commander (AWRC), a commercial utility used for remotely managing, auditing, and supporting Windows systems. AWRC was utilized by UNC1549 for various malicious activities such as remote connections, reconnaissance, credential theft, and malware deployment post-compromise. 

AWRC is classified as both a commercial tool and an agentless solution, indicating its dual nature in the context of threat actors seeking to exploit or manipulate systems without being directly present on them.

Furthermore, AWRC falls under several categories including remote access, reconnaissance, and credential access, highlighting its role in facilitating a range of cyber-attacking activities."
,,,SCCMVNC is a tool that leverages Microsoft System Center Configuration Manager's Remote Control feature to achieve VNC-like remote access without requiring user consent or notifications. UNC1549 used SCCMVNC for discreet remote access and lateral movement.,,tool--49e7a53b-a58c-44c8-96d3-a2179f31f482,,"[""open-source""]",,SCCMVNC,,,"[""remote access"", ""lateral movement""]",tool,"The object contains information about a tool called SCCMVNC. 

SCCMVNC is a remote access tool that leverages Microsoft System Center Configuration Manager's Remote Control feature to achieve VNC-like remote access without requiring user consent or notifications. This means it allows for discreet and unauthorized access to systems, which was used in the case of UNC1549. 

The purpose of SCCMVNC is to facilitate lateral movement within a network, making it a tool that can be utilized by attackers to navigate through systems undetected. It falls under the category of open-source tools and has been categorized as both remote access and lateral movement tools due to its capabilities."
,2026-01-16T06:20:39.988786Z,identity--4358b98f-3a2e-a388-d870-075d62c93606,"The threat actor abused legitimate DNS provider infrastructure by exploiting misconfigured delegations and abandoned domains to hijack control, redirecting victim device traffic to their own servers for information collection and push notification delivery.",,tool--03446388-aaff-3811-87f4-e254485acaf0,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-16T06:20:39.988786Z,DNS Provider Services,,2.1,"[""exploitation"", ""information-gathering""]",tool,"The object contains information about a threat actor known as ""DNS Provider Services"". This threat actor utilized legitimate DNS provider infrastructure to gain unauthorized control over domains. 

They exploited misconfigured delegations and abandoned domains to redirect victim device traffic to their own servers for data collection and push notification purposes.

The threat's actions are categorized under the kill chain phase of ""resource-development"" according to the MITRE attack framework, indicating that this phase involves developing resources or capabilities to aid in future attacks."
,2026-01-16T06:20:39.988872Z,identity--4358b98f-3a2e-a388-d870-075d62c93606,"A legitimate push notification service was used to send deceptive, scam, and impersonation messages to victim devices globally, abusing its infrastructure for fraudulent advertising and information collection.",,tool--c0c31587-12dc-7206-c9bf-44af50f2aa15,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-16T06:20:39.988872Z,Push Notification Platform,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about a malicious tool known as the ""Push Notification Platform"". This tool was used to send deceptive and scam messages to devices globally, abusing its push notification service for fraudulent advertising and information collection. The platform's infrastructure was exploited by its creators to gather personal data from unsuspecting victims worldwide.

The tool belongs to two categories: information-gathering and exploitation. It was first introduced on January 16, 2026."
,2026-01-16T06:20:39.988926Z,identity--4358b98f-3a2e-a388-d870-075d62c93606,"The actor utilized standard JSON data structures to collect and transmit detailed device and user interaction information from victim devices to their servers, facilitating large-scale data analysis and tracking.",,tool--c85903e7-b8cb-7fa9-a030-2e8a318f88b3,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-16T06:20:39.988926Z,JSON Data Format,,2.1,"[""information-gathering"", ""collection""]",tool,"The object contains information about a tool used for data collection and transmission. The tool utilizes standard JSON data structures to gather detailed device and user interaction information from victim devices to their servers. This allows for large-scale data analysis and tracking.

Key characteristics of the tool include:

- It is used for information gathering and collection.
- Its primary function involves collecting detailed device and user interaction information.
- The tool uses standard JSON data structures to facilitate this process.
- Large-scale data analysis and tracking are enabled through this mechanism.

The tool's metadata does not provide additional details about its creation, external references, labels, or sample references."
